1,5978570.349,544051.647,202.294,
2,5978759.554,543966.375,202.069,
3,5978705.143,544121.974,202.332,
4,5979065.708,544101.161,201.978,
5,5979297.016,544089.584,201.983,
6,5978843.496,544449.748,202.148,
7,5978728.650,544194.664,202.064,
8,5978847.337,544091.729,202.096,
9,5979391.038,543967.653,202.204,
10,5979084.959,543852.309,202.201,
